tree_spans,tree_heights,tree_lengths
1012.0642839493448,44426.688451698465,129307.40977322884
1332.618436155055,20903.603579459646,67618.34626166019
512.6863253565098,44426.688451698465,114664.51600613786
24.821609264443396,44426.688451698465,113425.04733209242
73.56000134571514,21573.636695145455,67718.94381898637
371.83496178402856,21573.636695145455,69026.33047574993
1064.226357514097,21573.636695145455,79557.68614976224
573.9668385530676,21573.636695145455,76225.64013711546
682.812417085006,21573.636695145455,79557.68614976222
622.6164755929785,44426.688451698465,125263.78966286825
15.231501314614434,44426.688451698465,124153.58072427443
410.9774717155233,16792.065486380936,67614.37452005378
1928.7376203408348,16792.065486380936,67162.44868090817
1.1437572541617556,16792.065486380936,72199.12235621935
2722.994983830242,16792.065486380936,71477.46439315987
339.9557434813905,44426.688451698465,128468.5964365261
2683.5216681201855,20537.809444196453,80690.8384215221
27.555320418337942,20537.809444196453,69702.60082172118
2632.0009498465806,20537.809444196453,66470.84649972717
52.51541734964121,38093.65039946612,101582.5284102665
8549.19660104187,38093.65039946612,102219.50785464016
240.65980693341407,19446.10175220985,64924.410560127624
680.6395018195326,38093.65039946612,102219.50785464016
1096.0470421929058,38093.65039946612,101102.541742381
2644.4421621608635,45131.454514630415,115178.1499727096
286.0768698821921,45131.454514630415,123137.53637266057
2215.7596429380937,20380.478523295966,73635.58438999171
1470.8882201162487,26633.451412107188,91800.63412469423
74.02095945412293,26633.451412107188,89102.17357450361
1632.235851518868,26633.451412107188,79864.01197402235
1826.9632947228238,26633.451412107188,79093.28898893898
560.8043169045704,26633.451412107188,83021.00660348922
1081.3332165315223,26633.451412107188,88056.95193034426
1026.6657921082078,25021.897071762167,84833.84324965422
2301.200572937072,16636.796328945973,66869.9719387375
2170.311520381423,16636.796328945973,70190.00586265518
1330.6608892350196,16636.796328945973,72665.60037050841
387.2741014667117,16636.796328945973,75603.43167813498
117.47372339419962,30031.312658699248,102392.46433764156
3.4774187960574636,30031.312658699248,105015.84633354361
10.91687008991721,61968.62074849631,168890.46251313778
116.45881461827958,25130.66315949848,95214.54733514212
1299.3857733205368,25130.66315949848,107561.85848572108
523.5182122615079,25130.66315949848,105638.55416827265
2584.8695548681717,25130.66315949848,110418.18690333147
704.5786829443095,25130.66315949848,107877.44563771627
349.8353530535969,25130.66315949848,101096.69645801665
2718.55997916279,25130.66315949848,102662.62940276874
2432.582481399295,17714.14229972908,87829.58768322994
1936.380006823776,17714.14229972908,88304.40013762724
1163.140684637052,17714.14229972908,93737.73732391273
4263.460031771916,17714.14229972908,97121.50124459933
1677.885838243601,17714.14229972908,87184.39980593517
777.2374900004943,17714.14229972908,84662.47445410732
688.2197225206182,17714.14229972908,85707.69609826666
99.60168974931003,17714.14229972908,83327.41858551528
698.681874363363,17714.14229972908,81373.70290917196
4.165479914314346,32894.47152733709,124098.70442308653
1687.398879250395,29521.010975347126,117351.7833191066
1326.3250238556066,29521.010975347126,129574.43169053964
134.0414397730783,17714.14229972908,99093.10440486266
104.41159831927507,17714.14229972908,98583.58650199325
1424.4270514287928,17714.14229972908,101467.45455657793
854.7669278585527,17682.01797310533,88135.33588773805
558.4385247338505,16636.796328945973,84851.22277413502
2626.2145495568693,29521.010975347126,116409.89603059512
292.18322604248533,29521.010975347126,111813.32189222165
345.4822582065826,29521.010975347126,112121.14725776337
1608.452108131838,39721.004508701335,132521.13432447182
128.67650951459655,39721.004508701335,126576.67447969735
7.350882517028367,32894.47152733709,112923.60851696886
824.9504027946095,32894.47152733709,121154.24267264547
739.4131740414014,32894.47152733709,118882.68258925373
109.5278654502763,32894.47152733709,126038.83915729151
379.56661553579033,32894.47152733709,127277.1855206653
2624.137560516625,22595.87040123088,90451.97650107827
88.7146219817514,32894.47152733709,123885.71151049343
868.5384879048506,32894.47152733709,115765.57639033372
125.60579928700463,32894.47152733709,104016.25835439104
666.5181835802505,32894.47152733709,106025.19580132309
451.34755793289514,32894.47152733709,115561.16006275694
510.71182836563094,32894.47152733709,115337.39575379936
565.6475668227358,64556.93594205472,178662.32458323461
319.4190562515287,33492.8164190393,116534.08553720379
688.5396318250569,33492.8164190393,121821.90153152529
333.10395673222956,17714.14229972908,90232.42896628109
1588.1130009861663,17714.14229972908,82673.71678425047
180.5996057066659,19839.109751315154,86923.65168742259
80.76014930402744,19839.109751315154,88926.88771623273
783.0800024752971,19839.109751315154,84914.71424049055
58.49460141232703,19839.109751315154,87266.86663433473
237.41950286494102,19839.109751315154,77546.20977479829
4773.621588194161,19839.109751315154,82728.97048395999
338.245788667904,19839.109751315154,94043.12482320906
89.49409241075045,19839.109751315154,96052.0622701411
330.98375432449393,19839.109751315154,98373.976215935
1633.0162998365704,37794.80654652611,136442.4615845668
217.60025998056517,37794.80654652611,132288.76148791143
171.21434215718182,37794.80654652611,132060.24061735804
1829.6538856415136,37794.80654652611,130155.5176366447
838.2636124357232,34733.93216380327,124033.76887119902
1352.3602861334512,34733.93216380327,126396.30613288109
1087.465510025504,36081.95958159382,129092.3609684622
3018.5234274292598,36081.95958159382,119017.81555039708
1979.3926742811163,35181.43668001132,117216.76974723207
88.25012484757463,35181.43668001132,117866.08163954706
179.3183386743185,35181.43668001132,135865.69658557503
2056.2001043130294,35181.43668001132,135521.39375944145
28.86815928595024,48546.48133100253,162251.48306142385
579.8675586888276,57608.29060218767,180375.10160379414
1361.2507379989256,57608.29060218767,174540.61976853415
102.84455495487782,20532.216249464862,100388.47106308854
285.54922907744185,20532.216249464862,88415.62195345343
1166.7814574126678,20532.216249464862,85993.23187007215
52.39988678426016,20532.216249464862,84141.54294595453
929.8775812913373,20532.216249464862,96114.3920555896
414.8043693077634,20532.216249464862,99969.31700851736
898.7816984063829,39792.224593630315,144162.82410528272
77.63723844607011,39792.224593630315,145118.08633907847
1003.8207287443511,39792.224593630315,140140.09483105433
26.079313835623907,39792.224593630315,143811.01533090335
1099.8429267433821,39792.224593630315,139905.1165771527
250.73238654312445,37309.80729338089,134940.2819766539
1654.1644469029561,39792.224593630315,139905.11657715274
847.318535867933,35328.29108028703,130977.24955046616
225.64488468357013,35328.29108028703,126644.39645829971
251.50389416413964,35328.29108028703,136546.39037120822
172.32894901471445,100884.73705541012,267659.2823214545
246.55424064179533,53288.72529039456,172467.25879142326
131.11396695746225,53288.72529039456,176632.51232224036
539.3423606965807,100884.73705541012,271824.5358522715
647.3526825773006,121766.22788867413,313587.5175187996
77.34559478177107,121766.22788867413,317501.586384156
629.8252848511911,121766.22788867413,323076.7134423496
156.05543743728776,22595.87040123088,113178.74580698845
1862.6946960256028,22595.87040123088,107218.69770520477
1531.1579689223436,25164.34978142471,118190.13830085243
2303.143172129785,25164.34978142471,119389.94402889271
1417.4799438140763,25164.34978142471,119478.95029586839
110.69183240429265,22595.87040123088,106964.22453519928
344.4448114243569,22595.87040123088,118848.0673778587
215.7166600729688,22595.87040123088,116186.06286841408
1505.0508551078383,22595.87040123088,113125.29655264413
655.1405882125546,22595.87040123088,112006.57720822094
